subject_id,age_bin,median_age_threshold,n_categories,mean_distance,std_distance,min_distance,max_distance
00320001,younger,16.0,161,0.9704258668469148,0.20732891261880995,0.03763842582702637,1.4944183826446533
00320001,older,16.0,155,0.9630303245230842,0.19759790281263803,0.06905251741409302,1.451564073562622
00680001,younger,16.0,88,0.8822139824532773,0.18453407285875315,0.02657032012939453,1.2298009395599365
00680001,older,16.0,151,0.9385091165958603,0.1776798731681699,0.0789136290550232,1.3820089101791382
00320002,younger,16.0,156,0.9802068697336392,0.20503299812339087,0.05540502071380615,1.4924492835998535
00320002,older,16.0,144,0.9726840158418557,0.19063222086688936,0.06316149234771729,1.4562145471572876
00500001,younger,16.0,155,0.9741841141564789,0.19902981378089596,0.021332859992980957,1.5056484937667847
00500001,older,16.0,160,0.9719568531028926,0.19337308773750844,0.07890582084655762,1.4408607482910156
00400001,younger,16.0,160,0.9676692260149866,0.20316166975419736,0.03733092546463013,1.4931020736694336
00400001,older,16.0,158,0.9837593523341672,0.20321047956901245,0.03291642665863037,1.4894068241119385
00430001,younger,16.0,157,0.9614827573176083,0.20035889089321443,0.017639756202697754,1.4668240547180176
00430001,older,16.0,153,0.9652109799887594,0.19624855599631136,0.03685277700424194,1.4248247146606445
00560001,younger,16.0,154,0.9561028454844195,0.1784188905421108,0.08088409900665283,1.4661803245544434
00560001,older,16.0,154,0.9570002117231777,0.19996040940118456,0.05360555648803711,1.4490787982940674
00370001,younger,16.0,155,0.9589463383846303,0.1968662539841613,0.052085936069488525,1.4855079650878906
00370001,older,16.0,153,0.9639285337237985,0.18205629891865774,0.07598942518234253,1.4303534030914307
00400003,younger,16.0,152,0.960015472643841,0.20462998935031151,0.017230689525604248,1.43092942237854
00400003,older,16.0,149,0.9727010522080534,0.18897460983567582,0.04123556613922119,1.4323911666870117
00510001,younger,16.0,153,0.9747810640850032,0.19211618197377883,0.0736953616142273,1.446693778038025
00510001,older,16.0,144,0.9780384354569294,0.18666354815985103,0.0429692268371582,1.4974910020828247
00420001,younger,16.0,160,0.9451716556819156,0.20381324360264974,0.04529845714569092,1.500412940979004
00420001,older,16.0,142,0.9566315079794779,0.17594602266109308,0.04591166973114014,1.3808231353759766
00510002,younger,16.0,157,0.9674549770333944,0.20133901959605274,0.03984522819519043,1.5219838619232178
00510002,older,16.0,156,0.9642101291917328,0.19555052753845076,0.058150649070739746,1.4881819486618042
00240001,younger,16.0,155,0.959866414129672,0.2154482116786095,0.0665978193283081,1.4895942211151123
00240001,older,16.0,153,0.9555547548850816,0.19667028776853065,0.06010138988494873,1.447464942932129
00490001,younger,16.0,149,0.9668862238847846,0.18874114787865343,0.07330477237701416,1.490486741065979
00490001,older,16.0,128,0.9687991371683893,0.1946867782810663,0.07310473918914795,1.399247407913208
00320003,younger,16.0,155,0.966207782118179,0.20704118850243677,0.022519350051879883,1.474632978439331
00320003,older,16.0,148,0.9595964624117203,0.1952233436577404,0.021301209926605225,1.462430477142334
00400002,younger,16.0,159,0.9793476196629475,0.20424628258619973,0.05620485544204712,1.511647343635559
00400002,older,16.0,156,0.97106046653319,0.21448586955105148,0.0815352201461792,1.4742603302001953
00370002,younger,16.0,160,0.9685339330229908,0.21456510705622947,0.03804934024810791,1.5652952194213867
00370002,older,16.0,157,0.9727887695152632,0.19748706120897433,0.04183220863342285,1.4923901557922363
00590001,younger,16.0,139,0.9287702551194584,0.17962438483524926,0.10230350494384766,1.3686696290969849
00590001,older,16.0,147,0.934132515962101,0.17779975460086941,0.0389711856842041,1.3613818883895874
